date,Account,sentiment,trades,volume_usd,avg_trade_usd,long_ratio,pnl,fees,win_rate,activity_segment,volume_segment,consistency_segment
2024-10-27,0x083384f897ee0f19899168e3b1bec365f52a9012,Greed,462,6842632.02,14810.891818181817,0.3008658008658009,-327505.900056,1112.89565,0.025974025974025976,Infrequent,LowVolume,Inconsistent
2024-10-27,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Greed,320,797679.97,2492.74990625,0.453125,20607.446093000002,202.16715108,0.53125,Infrequent,LowVolume,Consistent
2024-10-27,0x271b280974205ca63b716753467d5a371de622ab,Greed,5,159708.30000000002,31941.660000000003,0.6,1793.1602149999999,34.662051,0.8,Infrequent,LowVolume,Consistent
2024-10-27,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Greed,6472,3129795.22,483.5901143386898,0.476823238566131,121880.386016,1079.2967933,0.4437577255871446,Frequent,LowVolume,Consistent
2024-10-27,0x2c229d22b100a7beb69122eed721cee9b24011dd,Greed,763,2244613.0,2941.8256880733943,0.399737876802097,52215.729448,737.224469,0.4744429882044561,Infrequent,LowVolume,Consistent
2024-10-27,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,156,402974.52999999997,2583.170064102564,0.41025641025641024,36993.371011,13.18020052,0.46794871794871795,Infrequent,LowVolume,Inconsistent
2024-10-27,0x39cef799f8b69da1995852eea189df24eb5cae3c,Greed,144,655891.22,4554.800138888889,0.4097222222222222,34983.381862,139.65668575,0.5277777777777778,Infrequent,LowVolume,Inconsistent
2024-10-27,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,191,532207.47,2786.4265445026176,0.5863874345549738,7612.618288,111.57987806,0.41361256544502617,Infrequent,LowVolume,Consistent
2024-10-27,0x420ab45e0bd8863569a5efbb9c05d91f40624641,Greed,125,810078.52,6480.62816,0.144,16102.56859,130.407593,0.216,Infrequent,LowVolume,Consistent
2024-10-27,0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,43,289936.95,6742.71976744186,0.0,160450.518105,101.476704,0.8837209302325582,Infrequent,LowVolume,Consistent
2024-10-27,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Greed,3711,1834112.91,494.23683912691996,0.46833737537052006,69282.42904,623.1971965500001,0.3381837779574239,Frequent,LowVolume,Consistent
2024-10-27,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,328,2769684.87,8444.161189024391,0.5579268292682927,61076.167808,729.438968,0.4115853658536585,Infrequent,LowVolume,Consistent
2024-10-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1703,33455719.11,19645.16682912507,0.5637110980622431,111230.498007,10666.444512,0.3282442748091603,Infrequent,HighVolume,Inconsistent
2024-10-27,0x513b8629fe877bb581bf244e326a047b249c4ff1,Greed,223,727332.09,3261.5788789237668,1.0,0.0,12.38025211,0.0,Infrequent,LowVolume,Inconsistent
2024-10-27,0x6d6a4b953f202f8df5bed40692e7fd865318264a,Greed,250,131367.84,525.47136,0.0,101539.274031,36.926673,1.0,Infrequent,LowVolume,Consistent
2024-10-27,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Greed,202,3294849.97,16311.138465346536,0.5148514851485149,327545.999992,329.484916,0.5148514851485149,Infrequent,LowVolume,Consistent
2024-10-27,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,419,965878.98,2305.200429594272,0.026252983293556086,51737.579418,92.724032,0.028639618138424822,Infrequent,LowVolume,Consistent
2024-10-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1016,2089293.61,2056.391348425197,0.5364173228346457,37526.331877,292.90635568,0.8208661417322834,Infrequent,LowVolume,Consistent
2024-10-27,0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,15,34998.8,2333.2533333333336,1.0,0.0,0.12958992,0.0,Infrequent,LowVolume,Inconsistent
2024-10-27,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,54,50397.380000000005,933.2848148148149,0.8703703703703703,11.717676000000012,4.40687281,0.037037037037037035,Infrequent,LowVolume,Consistent
2024-10-27,0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,1804,2483772.71,1376.8141407982262,0.3464523281596452,39978.37791,810.39821607,0.32427937915742794,Infrequent,LowVolume,Consistent
2024-10-27,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,724,2125807.78,2936.1985911602205,0.8867403314917127,8695.357326,157.16795172,0.07596685082872928,Infrequent,LowVolume,Consistent
2024-10-27,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4211,6889828.6,1636.15022559962,0.56946093564474,49180.714882,481.711535,0.418665400142484,Frequent,LowVolume,Consistent
2024-10-27,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,283,476629.33,1684.2025795053005,0.4416961130742049,67900.247545,29.20086424,0.5477031802120141,Infrequent,LowVolume,Consistent
2024-10-27,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,190,643594.44,3387.3391578947367,0.4421052631578947,20925.513222,201.36228461,0.5526315789473685,Infrequent,LowVolume,Consistent
2024-10-27,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,9,16766.37,1862.9299999999998,0.7777777777777778,55.01524,3.659253,0.2222222222222222,Infrequent,LowVolume,Consistent
2024-10-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,1268,2746705.92,2166.171861198738,0.1167192429022082,1421755.845871,812.141368,0.5670347003154574,Infrequent,LowVolume,Consistent
2024-10-27,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,267,727783.42,2725.7805992509366,0.18352059925093633,11671.68,81.227387,0.15355805243445692,Infrequent,LowVolume,Consistent
2024-10-27,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,9883,26617723.76,2693.2837964180917,0.3128604674693919,684215.002602,2512.00733119,0.5692603460487706,Frequent,HighVolume,Consistent
2025-02-19,0x083384f897ee0f19899168e3b1bec365f52a9012,Fear,3356,54854631.95,16345.241939809297,0.4684147794994041,1927735.720035,6292.416654,0.40554231227651966,Frequent,HighVolume,Inconsistent
2025-02-19,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Fear,3533,5982611.5,1693.3516841211435,0.4324936314746674,17098.727055,1664.91466962,0.43504104160769885,Frequent,LowVolume,Consistent
2025-02-19,0x271b280974205ca63b716753467d5a371de622ab,Fear,1136,12310719.5,10836.90096830986,0.4454225352112676,29970.928216,3644.197056,0.43045774647887325,Infrequent,HighVolume,Consistent
2025-02-19,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Fear,6794,3622817.7,533.2378127759788,0.5307624374448042,10435.095669,1137.5274581509,0.4327347659699735,Frequent,LowVolume,Consistent
2025-02-19,0x2c229d22b100a7beb69122eed721cee9b24011dd,Fear,2471,7919556.5600000005,3205.000631323351,0.3528935653581546,116412.254606,2370.023531,0.5337919870497774,Infrequent,HighVolume,Consistent
2025-02-19,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,349,575346.58,1648.5575358166188,0.18911174785100288,-59349.677108,56.28775486,0.2636103151862464,Infrequent,LowVolume,Inconsistent
2025-02-19,0x39cef799f8b69da1995852eea189df24eb5cae3c,Fear,3445,16537484.2,4800.430827285922,0.4612481857764877,-20526.462526,1319.00044032,0.3193033381712627,Frequent,HighVolume,Inconsistent
2025-02-19,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Fear,141,611688.99,4338.219787234042,0.41134751773049644,45883.628955,64.694297857,0.5602836879432624,Infrequent,LowVolume,Consistent
2025-02-19,0x420ab45e0bd8863569a5efbb9c05d91f40624641,Fear,258,1177449.09,4563.756162790698,0.32170542635658916,183403.024142,137.559495979,0.2441860465116279,Infrequent,LowVolume,Consistent
2025-02-19,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,671,1883941.47,2807.6623994038746,0.3144560357675112,110527.905862,303.392309,0.4828614008941878,Infrequent,LowVolume,Consistent
2025-02-19,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Fear,4629,2508697.11,541.9522812702527,0.49038669259019224,32683.214094,594.3893584661,0.36552171095268954,Frequent,LowVolume,Consistent
2025-02-19,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,3806,34247716.57,8998.349072517078,0.4721492380451918,613327.827224,6908.11976519,0.4952706253284288,Frequent,HighVolume,Consistent
2025-02-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,3737,76490050.69,20468.303636606903,0.5638212469895638,223968.37089299998,23153.658382999998,0.39175809472839174,Frequent,HighVolume,Inconsistent
2025-02-19,0x513b8629fe877bb581bf244e326a047b249c4ff1,Fear,5777,163514779.13,28304.44506318158,0.4580231954301541,403501.648209,28156.73061558,0.4156136402977324,Frequent,HighVolume,Inconsistent
2025-02-19,0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,572,509692.65,891.0710664335664,0.6048951048951049,6979.340871,120.6785519324,0.2692307692307692,Infrequent,LowVolume,Consistent
2025-02-19,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Fear,932,7547409.37,8098.078723175966,0.3208154506437768,98269.195073,1129.21995629,0.43991416309012876,Infrequent,HighVolume,Consistent
2025-02-19,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Fear,939,1993872.85,2123.4002662406815,0.6112886048988285,341945.434741,188.51338816,0.3961661341853035,Infrequent,LowVolume,Consistent
2025-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,4885,11383531.66,2330.3033080859777,0.47512794268167863,136208.043913,1739.321652,0.7985670419651996,Frequent,HighVolume,Consistent
2025-02-19,0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,1554,5661783.44,3643.361287001287,0.4420849420849421,14781.443047,771.08185496,0.4510939510939511,Infrequent,LowVolume,Consistent
2025-02-19,0x8170715b3b381dffb7062c0298972d4727a0a63b,Fear,3056,6875178.28,2249.731112565445,0.32035340314136124,196303.792847,884.188615,0.28763089005235604,Frequent,LowVolume,Inconsistent
2025-02-19,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Fear,1802,11629308.63,6453.556398446171,0.5943396226415094,64510.169958,3297.2099173300003,0.3401775804661487,Infrequent,HighVolume,Consistent
2025-02-19,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,5602,3688147.16,658.3625776508391,0.4378793288111389,46257.358187,1182.5227054,0.30739021777936454,Frequent,LowVolume,Consistent
2025-02-19,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,2080,7134710.2,3430.149134615385,0.5855769230769231,100502.420808,2058.64770854,0.3903846153846154,Infrequent,HighVolume,Consistent
2025-02-19,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,9274,10738173.13,1157.8793541082598,0.6609877075695493,40314.808014,1635.555628,0.32003450506793185,Frequent,HighVolume,Consistent
2025-02-19,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,95,77964.33,820.6771578947369,0.0,19451.742477,22.493145000000002,0.8842105263157894,Infrequent,LowVolume,Consistent
2025-02-19,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,182,559278.3,3072.9576923076925,0.7307692307692307,8751.751449,187.917346,0.2692307692307692,Infrequent,LowVolume,Consistent
2025-02-19,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,525,4431556.89,8441.060742857142,0.5657142857142857,21703.816512999998,538.0863564464,0.3238095238095238,Infrequent,LowVolume,Consistent
2025-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,7380,13421173.84,1818.587241192412,0.4711382113821138,553818.000465,4707.64902071,0.3910569105691057,Frequent,HighVolume,Consistent
2025-02-19,0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,4838,108877041.1,22504.555828854896,0.48945845390657294,22488.500821,28643.173715,0.4386109962794543,Frequent,HighVolume,Consistent
2025-02-19,0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,21190,68036326.2,3210.7751864086836,0.5283152430391694,940157.212682,8596.700755219,0.46753185464841907,Frequent,HighVolume,Consistent
2025-02-19,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,2211,17917884.11,8103.972912709181,0.4767073722297603,325441.97721599997,3999.85393243,0.3722297602894618,Infrequent,HighVolume,Consistent
2025-02-19,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,26651,41437969.8,1554.8373344339798,0.4715770515177667,126967.976166,9512.31758037,0.3848636073693295,Frequent,HighVolume,Consistent
